store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,year,month,day,sales
924,6,333,1,0,0,0,2014,5,31,2944.1921
337,2,430,1,1,0,1,2013,8,13,4877.313
1024,4,607,1,0,0,0,2015,3,12,5420.9043
56,3,402,1,1,0,0,2014,1,22,4885.9624
507,3,532,1,0,0,0,2014,4,9,4925.4307
970,5,406,1,0,0,0,2013,3,15,3459.1824
846,2,828,1,0,0,0,2015,6,23,6812.9106
549,3,582,1,0,0,0,2014,8,27,4807.3145
1095,4,852,1,1,0,1,2013,3,28,8498.1045
859,5,709,1,1,0,0,2013,4,12,6605.8813
914,2,1178,1,1,0,1,2014,7,29,10299.486
888,2,634,1,0,0,0,2015,6,23,5639.476
442,2,517,1,1,0,0,2014,11,4,5721.597
34,6,905,1,0,0,0,2013,3,9,7292.6562
199,4,581,1,0,0,0,2014,7,10,5401.268
854,4,657,1,1,1,0,2015,6,4,6506.8726
611,2,485,1,1,0,0,2014,1,21,5475.979
808,4,528,1,0,0,1,2015,4,9,5731.658
1105,4,410,1,0,0,0,2015,1,22,4318.6123
866,5,445,1,0,0,0,2015,4,24,4777.8525
222,6,367,1,0,0,0,2013,9,28,2923.9607
476,2,753,1,1,0,0,2013,9,24,6889.766
800,1,494,1,0,0,0,2014,5,26,4684.9956
330,1,408,1,0,0,0,2014,3,24,3829.2048
507,3,648,1,1,0,0,2015,1,7,6726.2837
98,7,0,0,0,0,0,2013,6,2,0.0
1026,2,1044,1,0,0,0,2014,1,28,7836.356
990,5,719,1,0,0,0,2013,10,4,6156.6025
8,6,345,1,0,0,0,2015,1,10,2903.6519
611,3,566,1,1,0,1,2013,7,31,6477.8115
257,2,777,1,1,0,0,2013,8,13,7509.748
840,4,1189,1,1,0,0,2015,4,16,12580.009
848,5,998,1,1,0,1,2015,7,31,9912.208
124,6,297,1,0,0,0,2014,7,12,2659.1973
1028,2,438,1,0,0,1,2013,12,31,3958.0122
95,2,1099,1,1,0,0,2013,9,24,9113.023
208,1,323,1,0,0,0,2013,10,28,2958.348
249,2,449,1,0,0,0,2014,7,8,4428.759
887,3,614,1,1,0,0,2013,3,20,5982.8354
73,1,601,1,1,0,1,2014,4,28,6858.204
13,4,501,1,1,0,1,2015,4,2,5900.485
1049,2,580,1,0,0,1,2013,9,3,5086.597
144,4,769,1,1,0,0,2015,2,5,7796.107
847,3,1018,1,1,0,1,2013,8,14,8734.848
796,3,717,1,0,0,0,2013,5,8,5978.498
396,4,1139,1,0,0,0,2015,6,11,9462.805
1080,7,0,0,0,0,0,2013,9,15,0.0
675,5,338,1,0,0,0,2014,9,26,3031.198
1099,1,1236,1,1,0,0,2014,12,1,10892.816
791,1,858,1,0,0,0,2015,5,11,7492.744
1014,2,1476,1,0,0,0,2015,3,24,11077.063
487,2,737,1,1,0,0,2014,11,4,7291.172
427,3,701,1,0,0,1,2013,2,13,5914.4014
254,5,282,1,1,0,0,2014,11,14,2999.9775
43,5,710,1,0,0,0,2014,1,31,6896.0405
1074,2,421,1,0,0,0,2015,6,9,4349.69
549,6,380,1,0,0,0,2013,6,29,3407.9004
1095,2,720,1,1,0,0,2013,1,8,6744.512
295,1,612,1,0,0,1,2013,10,28,5144.914
319,1,863,1,0,0,1,2013,10,14,6693.513
1002,4,642,1,0,0,0,2014,4,10,5438.091
448,6,544,1,0,0,0,2014,12,6,5515.209
527,2,1046,1,0,0,1,2013,9,3,8555.719
255,5,652,1,1,0,0,2013,4,12,6449.3345
581,5,651,1,1,0,0,2014,7,4,6434.6064
185,6,550,1,0,0,0,2013,1,5,5203.6094
244,6,538,1,0,0,0,2014,11,22,5140.491
1082,6,877,1,0,0,0,2013,1,5,6511.325
216,5,837,1,1,0,0,2015,3,20,7805.5024
350,4,508,1,1,0,0,2015,3,5,5886.3926
748,1,822,1,1,0,0,2014,3,31,9450.527
718,1,962,1,0,0,0,2014,12,8,8398.779
739,5,789,1,1,0,0,2014,2,21,7788.8496
614,7,0,0,0,0,0,2014,12,21,0.0
673,2,615,1,1,0,0,2014,2,18,6169.6606
83,1,367,1,0,0,0,2013,6,10,3965.0305
976,3,598,1,0,0,0,2013,9,18,4888.4097
637,6,518,1,0,0,0,2013,4,6,5339.479
122,2,714,1,1,0,0,2014,1,7,7298.3745
898,1,1013,1,1,0,0,2014,11,24,9314.748
1080,4,710,1,0,0,0,2014,6,26,6198.923
291,1,1290,1,1,0,0,2015,3,30,12417.117
24,4,711,1,0,0,1,2013,1,3,6935.1343
1096,7,0,0,0,0,0,2013,8,18,0.0
637,5,860,1,0,0,0,2014,5,30,8754.324
1002,2,850,1,1,0,0,2015,6,2,8277.471
666,1,497,1,0,0,0,2014,3,10,4465.5327
1089,7,0,0,0,0,0,2013,11,24,0.0
334,6,515,1,0,0,0,2013,8,31,4843.3877
300,6,951,1,0,0,1,2014,8,30,7502.48
207,1,1166,1,0,0,0,2014,9,22,8344.3125
683,3,854,1,0,0,0,2015,5,27,6983.0317
1094,2,394,1,1,0,0,2013,5,14,4913.382
700,4,576,1,0,0,0,2015,7,9,5645.176
959,2,744,1,0,0,0,2014,8,26,5695.092
766,7,0,0,0,0,0,2014,6,22,0.0
1011,6,977,1,0,0,0,2013,6,8,6757.943
570,5,676,1,0,0,0,2013,12,13,5874.2334
685,2,689,1,1,0,0,2013,9,10,7025.575
158,3,681,1,1,0,1,2014,4,16,7562.061
66,5,522,1,0,0,1,2015,5,29,5827.5825
76,2,1080,1,1,0,0,2013,7,30,10446.517
572,3,458,1,0,0,0,2013,10,16,4803.278
184,6,510,1,0,0,0,2014,10,11,4753.5796
1034,5,775,1,1,0,0,2013,12,6,8339.488
559,7,0,0,0,0,0,2013,8,11,0.0
862,2,1561,1,0,0,1,2014,12,23,13540.354
171,2,962,1,1,0,0,2014,11,11,8612.868
33,7,0,0,0,0,0,2014,12,7,0.0
936,4,963,1,1,0,0,2014,11,27,8929.583
948,2,1682,1,1,0,0,2014,2,18,8947.44
371,6,551,1,0,0,0,2013,5,4,5631.448
242,1,378,1,1,0,0,2014,5,5,4683.5176
133,5,622,1,0,0,0,2014,1,17,5943.563
1031,1,681,1,1,0,0,2014,12,15,7892.546
850,4,710,1,1,0,0,2013,2,7,6784.298
860,5,833,1,1,0,0,2015,6,5,7990.7544
836,6,301,1,0,0,0,2013,7,6,2567.4795
965,6,908,1,0,0,0,2013,11,30,7542.556
1096,1,763,1,1,0,0,2015,1,26,7531.7227
504,3,836,1,1,0,1,2014,9,3,7872.712
230,1,1327,1,0,0,1,2013,12,30,10757.959
826,1,1170,1,1,0,0,2013,12,2,11706.172
975,2,767,1,1,0,1,2013,7,30,7864.0376
602,2,547,1,0,0,1,2014,10,28,4989.454
953,5,553,1,1,0,0,2014,9,19,5631.7124
187,6,491,1,0,0,0,2013,11,2,4949.9766
792,5,599,1,0,0,0,2013,10,18,5463.168
1035,4,744,1,1,0,0,2014,11,27,7845.6895
523,3,1515,1,1,0,1,2015,7,29,13503.202
723,4,461,1,0,0,1,2013,4,4,4592.4614
1025,7,0,0,0,0,0,2013,5,26,0.0
18,7,0,0,0,0,0,2015,1,4,0.0
997,3,378,1,1,0,1,2014,9,3,4260.097
400,6,805,1,0,0,0,2013,10,5,6206.8677
1047,2,491,1,0,0,0,2013,7,9,4705.012
819,1,472,1,0,0,0,2013,9,2,4564.832
668,1,1562,1,1,0,0,2014,6,2,13152.599
585,4,666,1,0,0,0,2015,1,22,5886.141
99,1,404,1,0,0,0,2014,3,10,3959.2827
965,6,847,1,0,0,0,2014,11,22,6362.439
590,4,376,1,1,0,0,2013,2,21,4171.204
709,2,1682,1,1,0,0,2015,6,2,13707.071
58,7,0,0,0,0,0,2013,10,20,0.0
409,7,0,0,0,0,0,2014,2,9,0.0
850,6,826,1,0,0,0,2015,4,4,6717.5244
1058,3,737,1,1,0,0,2013,3,6,7022.441
1067,7,0,0,0,0,0,2014,4,13,0.0
777,1,0,0,0,2,1,2014,4,21,0.0
155,3,632,1,1,0,0,2014,5,21,6925.734
598,1,871,1,1,0,0,2015,6,29,9506.127
493,2,902,1,1,0,0,2014,7,1,8524.883
628,7,0,0,0,0,1,2014,8,3,0.0
524,1,1193,1,0,0,1,2013,12,30,10761.715
966,4,585,1,0,0,1,2013,4,4,5028.865
1022,5,791,1,0,0,1,2013,12,27,7251.2236
380,3,1720,1,1,0,0,2014,3,5,14791.795
132,3,579,1,1,0,0,2015,1,14,6089.0645
400,5,999,1,0,0,0,2015,6,26,8496.292
988,4,790,1,1,0,0,2013,8,29,7312.1
906,2,1476,1,1,0,0,2013,3,19,12095.37
1028,2,689,1,1,0,0,2013,11,5,6865.429
1100,6,484,1,0,0,0,2013,3,23,4060.2822
759,1,607,1,0,0,0,2013,1,14,4798.711
223,1,716,1,0,0,0,2014,10,27,5617.0806
936,7,0,0,0,0,0,2015,3,15,0.0
780,6,341,1,0,0,0,2015,7,11,2932.0303
259,5,2677,1,1,0,0,2014,11,28,18261.14
131,6,582,1,0,0,0,2013,11,9,5435.1626
251,3,2241,1,1,0,0,2015,1,28,17787.979
1079,6,517,1,0,0,0,2015,1,17,4533.2095
1003,3,1029,1,1,0,0,2014,3,5,8725.058
980,4,450,1,0,0,0,2013,9,5,4483.7065
654,2,766,1,1,0,0,2015,1,27,7624.727
966,4,517,1,0,0,1,2013,7,25,4492.725
1020,1,929,1,0,0,0,2014,9,22,6769.8813
969,3,610,1,1,0,0,2014,3,19,5586.22
1038,2,490,1,0,0,1,2015,4,7,4673.39
516,3,453,1,0,0,1,2014,7,9,4300.222
733,1,3171,1,0,0,0,2013,1,14,15068.554
595,6,1881,1,0,0,0,2014,5,31,12419.078
260,3,962,1,1,0,1,2014,7,16,8510.389
768,6,1251,1,0,0,0,2013,2,2,7848.8145
940,1,627,1,0,0,0,2013,1,14,5442.034
364,4,563,1,0,0,0,2013,6,27,5092.836
506,3,763,1,0,0,1,2015,7,22,6506.1333
671,3,507,1,1,0,1,2013,5,29,5700.1255
300,6,862,1,0,0,0,2015,1,24,6356.209
84,2,1563,1,1,0,0,2014,6,17,13506.285
219,4,455,1,1,0,0,2015,5,7,5178.3755
934,5,764,1,1,0,0,2013,3,22,7086.295
125,3,1906,1,1,0,1,2015,4,1,15604.27
176,3,757,1,1,0,0,2013,12,4,8422.64
223,2,675,1,0,0,0,2013,11,26,5880.6406
326,1,429,1,1,0,0,2014,7,14,5133.6626
339,2,745,1,1,0,0,2013,8,27,7240.9
872,3,659,1,0,0,1,2015,4,8,5837.496
579,7,0,0,0,0,0,2014,11,23,0.0
974,5,1599,1,0,0,0,2014,2,28,11033.798
979,7,0,0,0,0,0,2015,4,12,0.0
880,3,806,1,1,0,0,2014,6,4,7493.382
910,7,0,0,0,0,0,2013,3,31,0.0
1084,6,614,1,0,0,0,2015,7,4,5349.2725
92,5,453,1,0,0,0,2015,6,12,4600.2915
14,6,402,1,0,0,0,2015,6,20,3410.2285
587,1,960,1,0,0,1,2013,12,30,8382.421
230,4,856,1,1,0,0,2013,10,24,7767.1094
689,6,589,1,0,0,0,2014,3,15,5438.5645
599,1,1096,1,1,0,0,2013,5,13,9554.677
596,7,0,0,0,0,0,2013,12,22,0.0
576,1,749,1,0,0,0,2013,3,11,5831.7437
141,4,493,1,0,0,0,2014,6,26,4769.5654
751,1,0,0,0,2,1,2014,4,21,0.0
877,5,925,1,0,0,0,2013,3,1,7925.1675
375,2,948,1,1,0,0,2013,4,23,8279.355
230,1,988,1,0,0,0,2014,12,8,8551.685
545,3,1087,1,1,0,0,2014,1,22,10223.55
1022,1,1093,1,1,0,0,2013,3,4,9680.4375
597,3,756,1,1,0,1,2014,8,20,7208.5503
559,7,0,0,0,0,0,2014,6,8,0.0
1024,6,825,1,0,0,0,2015,7,18,6266.0234
36,2,1205,1,1,0,0,2015,3,17,10604.269
702,2,351,1,1,0,1,2013,5,28,4294.2314
623,7,0,0,0,0,0,2013,2,10,0.0
105,4,483,1,0,0,0,2013,10,17,4602.8604
902,2,648,1,1,0,0,2013,11,19,6540.21
11,6,786,1,0,0,0,2015,4,11,5913.431
1039,5,629,1,0,0,0,2013,6,28,6000.145
102,1,1174,1,1,0,0,2015,2,16,10231.177
543,5,175,1,0,0,1,2013,10,18,1598.1116
827,4,1910,1,0,0,1,2014,1,2,14114.179
110,3,647,1,1,0,0,2014,10,8,6529.606
945,1,698,1,1,0,1,2015,1,5,6676.5586
582,3,749,1,0,0,0,2014,3,12,5789.7
554,4,428,1,0,0,0,2014,1,16,3977.23
486,2,384,1,0,0,1,2014,7,8,3875.7568
637,6,520,1,0,0,0,2014,2,15,5367.8984
806,5,578,1,0,0,0,2014,1,31,6648.359
887,6,462,1,0,0,0,2014,6,21,4260.4263
374,6,668,1,0,0,0,2015,4,4,6477.6924
1025,5,804,1,0,0,1,2013,1,4,6703.059
638,2,431,1,0,0,1,2013,8,6,4686.344
123,6,490,1,0,0,0,2015,5,9,4778.051
905,4,1108,1,1,0,0,2015,2,19,9458.177
536,5,989,1,0,0,1,2013,4,5,8537.037
763,7,0,0,0,0,0,2015,2,1,0.0
191,6,694,1,0,0,0,2013,8,10,5847.544
957,4,948,1,1,0,0,2014,2,20,8065.131
268,4,618,1,1,0,0,2015,6,4,6349.6777
654,6,266,1,0,0,0,2013,9,7,2290.4922
612,6,388,1,0,0,0,2013,9,7,3401.4175
747,3,567,1,0,0,1,2014,8,27,5184.3896
656,6,380,1,0,0,0,2013,5,18,3015.0706
368,5,592,1,0,0,1,2013,4,5,6026.661
959,3,552,1,0,0,0,2013,9,18,4532.429
329,2,708,1,1,0,0,2015,2,3,7137.813
97,3,535,1,0,0,1,2015,7,22,5051.632
314,2,661,1,1,0,1,2013,8,13,6727.0796
463,7,0,0,0,0,0,2015,1,11,0.0
258,1,0,0,0,1,0,2013,5,20,0.0
283,3,621,1,0,0,0,2013,11,13,5469.6416
556,1,754,1,0,0,0,2013,4,15,5578.446
388,5,1211,1,1,0,0,2014,1,24,10655.295
67,3,837,1,1,0,1,2014,9,3,8073.535
725,5,677,1,1,0,0,2015,1,16,7101.5225
219,4,416,1,1,0,0,2013,6,6,4486.9097
1077,2,479,1,0,0,0,2015,2,10,4545.939
322,4,589,1,0,0,0,2013,5,23,5392.679
814,3,581,1,1,0,1,2013,2,20,5884.762
134,7,0,0,0,0,0,2013,6,30,0.0
54,4,657,1,0,0,0,2013,7,11,6181.4824
662,5,854,1,1,0,0,2013,4,26,7752.915
126,7,0,0,0,0,0,2015,4,19,0.0
1001,6,471,1,0,0,0,2013,11,30,4673.4375
657,4,598,1,0,0,0,2014,2,13,5389.4062
590,4,319,1,0,0,0,2013,3,14,3240.803
193,3,0,0,0,3,1,2013,12,25,0.0
168,6,465,1,0,0,0,2013,9,21,4191.493
16,1,839,1,0,0,0,2013,7,22,6229.793
244,1,738,1,1,0,0,2013,2,4,7427.3584
545,7,0,0,0,0,0,2015,2,8,0.0
1032,6,492,1,0,0,0,2013,1,19,4341.45
290,5,987,1,1,0,0,2013,5,31,9850.055
548,4,335,1,1,0,0,2013,1,24,4124.8286
733,1,3508,1,1,0,1,2014,8,4,16330.33
654,4,716,1,1,0,0,2013,6,6,6907.2036
272,6,377,1,0,0,0,2013,5,4,3233.1458
1017,3,1176,1,1,0,0,2013,3,20,9807.577
708,2,462,1,1,0,0,2014,5,20,5171.6133
819,4,454,1,1,0,0,2015,1,8,5206.084
99,3,372,1,0,0,0,2013,6,26,3704.3308
982,2,710,1,0,0,0,2013,12,10,6670.7417
683,5,0,0,1,2,1,2015,4,3,0.0
194,3,373,1,0,0,0,2013,10,16,3697.4033
853,2,1201,1,1,0,0,2015,6,30,11588.309
53,1,650,1,1,0,1,2014,4,28,7572.331
281,4,508,1,1,0,0,2013,2,7,5390.5356
101,2,879,1,1,0,0,2014,9,2,8307.907
440,5,769,1,1,0,1,2015,6,5,7890.9365
994,2,435,1,1,0,0,2014,3,18,4771.453
168,2,930,1,1,0,1,2013,7,30,9427.332
48,7,0,0,0,0,0,2013,10,27,0.0
652,6,501,1,0,0,0,2014,2,15,4559.0293
934,6,474,1,0,0,0,2014,1,11,4367.933
223,6,589,1,0,0,0,2014,3,29,5491.0835
378,5,0,0,0,3,1,2014,12,26,0.0
865,3,624,1,1,0,0,2013,7,17,5780.305
466,5,861,1,0,0,0,2014,1,31,7896.9946
789,5,546,1,0,0,0,2014,2,14,5079.674
61,7,0,0,0,0,0,2015,6,7,0.0
765,4,1068,1,1,0,0,2013,12,19,11260.692
673,1,500,1,0,0,0,2015,2,23,4525.1987
258,3,444,1,0,0,0,2014,6,25,4301.715
740,3,499,1,1,0,0,2014,10,8,5567.487
1080,1,764,1,0,0,0,2013,9,16,6094.4785
918,5,661,1,1,0,0,2014,6,20,6447.524
857,6,1004,1,0,0,0,2013,6,22,6729.5923
837,1,482,1,1,0,0,2013,7,1,5115.0215
516,7,0,0,0,0,0,2015,3,1,0.0
446,2,505,1,0,0,0,2014,5,27,4618.1035
835,4,0,0,1,1,0,2013,5,30,0.0
140,7,0,0,0,0,0,2013,2,3,0.0
207,3,1584,1,1,0,0,2013,8,14,12775.749
961,4,668,1,1,0,0,2015,1,29,6847.6914
772,2,507,1,1,0,0,2014,3,18,5262.978
1089,2,1050,1,1,0,0,2014,9,2,10114.805
521,3,421,1,1,0,0,2014,3,5,4763.5728
823,5,600,1,0,0,0,2014,1,17,5676.2026
436,6,426,1,0,0,0,2013,9,14,3824.7405
483,7,0,0,0,0,0,2014,3,9,0.0
215,2,333,1,0,0,0,2014,3,25,3050.3364
109,5,802,1,0,0,0,2015,5,29,7999.5923
858,1,590,1,1,0,0,2013,12,16,7342.958
425,4,501,1,1,0,0,2015,3,5,5288.1245
357,5,905,1,0,0,1,2015,7,24,8004.5596
255,1,575,1,1,0,0,2015,2,2,6541.371
798,6,343,1,0,0,0,2015,2,7,3024.9097
366,6,304,1,0,0,0,2013,3,23,3100.7368
534,2,510,1,0,0,1,2015,4,7,4951.47
179,5,1176,1,1,0,0,2014,6,20,9989.114
258,2,464,1,0,0,1,2013,9,3,4421.3857
693,5,384,1,0,0,1,2014,8,29,3676.9355
999,4,685,1,1,0,1,2013,10,24,6569.5723
834,6,492,1,0,0,0,2014,4,19,4526.88
512,4,1410,1,0,0,1,2013,10,31,9862.723
818,2,662,1,1,0,0,2013,4,23,6455.749
534,6,606,1,0,0,0,2013,10,12,5365.028
1084,2,1099,1,1,0,0,2013,12,17,11808.612
34,2,861,1,0,0,0,2015,3,10,7291.9395
101,4,686,1,0,0,0,2014,3,27,6220.1367
187,1,885,1,1,0,0,2015,3,2,9055.448
20,1,1041,1,1,0,0,2013,9,23,8929.373
828,7,0,0,0,0,0,2014,10,26,0.0
434,1,823,1,1,0,1,2013,8,12,8217.146
738,1,864,1,1,0,0,2015,5,4,9174.314
351,5,569,1,1,0,0,2014,3,7,6160.404
1020,4,905,1,0,0,0,2014,1,30,7980.5396
86,7,0,0,0,0,0,2013,8,11,0.0
266,3,573,1,1,0,0,2015,6,17,5920.7075
608,5,1024,1,1,0,0,2014,6,20,9006.427
708,5,493,1,1,0,1,2014,2,21,5480.2466
734,3,605,1,1,0,0,2014,2,5,6582.017
776,7,0,0,0,0,0,2015,6,7,0.0
1060,2,853,1,1,0,0,2013,4,9,7770.616
182,2,507,1,1,0,0,2014,4,29,5844.79
542,3,431,1,0,0,0,2013,1,16,4498.2344
602,1,610,1,0,0,0,2013,5,6,5411.954
101,4,777,1,1,0,0,2013,11,7,7558.3135
784,7,0,0,0,0,0,2013,6,30,0.0
679,7,0,0,0,0,0,2013,11,17,0.0
535,4,793,1,0,0,1,2014,8,14,6922.322
844,4,516,1,1,0,0,2014,2,6,5093.878
595,7,0,0,0,0,0,2015,5,24,0.0
25,6,1831,1,0,0,0,2013,3,30,13472.962
416,3,1819,1,1,0,0,2014,12,3,14239.279
539,4,966,1,0,0,0,2015,1,22,8416.745
77,3,642,1,1,0,0,2013,8,28,6591.272
641,2,493,1,0,0,0,2013,7,9,4476.1377
445,6,1201,1,0,0,0,2015,1,10,8019.865
318,5,822,1,1,0,0,2013,5,3,7940.5435
394,3,539,1,0,0,0,2013,11,13,5024.4805
761,5,1014,1,1,0,1,2014,2,7,8638.657
706,2,578,1,1,0,0,2015,7,28,6654.7466
41,5,433,1,0,0,0,2014,2,28,4349.762
894,1,958,1,0,0,1,2014,7,7,7172.5645
169,6,801,1,0,0,0,2014,5,3,6436.7725
1012,1,0,0,0,1,0,2014,6,9,0.0
310,4,868,1,1,0,0,2013,8,29,8589.351
1003,3,847,1,1,0,0,2014,1,22,7332.7363
970,3,429,1,1,0,0,2013,8,28,4125.7446
239,5,627,1,1,0,0,2013,9,27,6068.435
998,1,647,1,1,0,0,2015,3,16,6941.67
278,5,692,1,0,0,0,2013,6,14,6375.098
49,2,539,1,0,0,1,2015,5,26,6324.768
603,3,0,0,1,0,1,2013,8,28,0.0
658,2,824,1,1,0,0,2013,4,30,8633.933
1072,3,786,1,1,0,0,2013,2,6,7402.2466
1028,2,587,1,1,0,1,2013,10,22,5732.848
288,4,489,1,1,0,0,2015,6,18,5696.7373
111,1,838,1,1,0,1,2015,3,30,9882.62
581,2,703,1,1,0,0,2015,7,14,7074.4546
979,7,0,0,0,0,0,2013,5,12,0.0
644,7,0,0,0,0,0,2015,2,22,0.0
589,1,577,1,1,0,0,2013,6,3,6205.2593
295,2,619,1,0,0,0,2014,2,25,5146.646
388,1,1586,1,1,0,0,2013,2,18,13824.355
9,6,621,1,0,0,0,2014,10,4,5578.2134
445,4,1381,1,1,0,1,2013,8,29,11257.117
204,4,445,1,0,0,1,2013,9,5,4350.6533
296,1,1011,1,1,0,0,2014,10,6,8938.619
497,7,0,0,0,0,0,2015,5,24,0.0
481,1,523,1,1,0,0,2013,2,18,5718.344
1100,6,569,1,0,0,0,2014,12,6,4774.3145
588,6,614,1,0,0,0,2013,12,14,5727.937
290,2,918,1,1,0,1,2014,1,7,8306.233
1107,4,635,1,0,0,1,2015,5,28,6050.318
1019,6,820,1,0,0,0,2014,1,25,6082.9487
945,5,545,1,0,0,0,2014,1,17,4818.9
770,7,0,0,0,0,0,2014,10,26,0.0
1041,4,0,0,1,1,1,2013,8,15,0.0
433,3,898,1,1,0,1,2013,7,31,9323.829
190,2,738,1,1,0,0,2013,11,19,7295.13
843,3,962,1,1,0,1,2015,7,29,9723.724
937,3,689,1,1,0,1,2013,3,27,7327.4316
333,7,0,0,0,0,0,2013,6,9,0.0
302,3,337,1,1,0,0,2014,10,1,3855.1096
329,7,0,0,0,0,0,2015,3,29,0.0
1034,6,290,1,0,0,0,2014,11,8,2577.6143
734,6,289,1,0,0,0,2015,1,10,2807.7368
892,4,861,1,1,0,0,2013,10,10,7742.084
96,4,532,1,0,0,1,2013,4,4,5055.241
578,2,762,1,0,0,0,2015,6,23,6379.1304
593,3,1035,1,0,0,0,2014,4,9,7692.8394
958,2,595,1,1,0,0,2014,5,6,6106.0195
944,5,1135,1,1,0,1,2014,9,5,8879.194
524,5,913,1,0,0,0,2013,11,15,8433.52
311,1,1049,1,0,0,1,2013,12,23,10248.605
501,3,615,1,1,0,1,2015,2,18,6305.4
1039,3,1233,1,1,0,1,2013,7,31,11675.588
511,1,863,1,1,0,0,2014,7,14,8165.075
58,4,594,1,1,0,0,2015,7,30,6955.2437
963,5,717,1,0,0,1,2015,7,24,6389.126
860,4,638,1,1,0,0,2014,1,23,5934.036
114,1,515,1,0,0,0,2015,6,8,5063.7627
20,3,753,1,0,0,1,2013,2,13,6103.827
33,4,743,1,1,0,0,2013,6,20,7465.3
255,2,621,1,1,0,0,2013,2,19,6185.0493
458,7,0,0,0,0,0,2014,9,21,0.0
963,6,354,1,0,0,0,2013,8,24,2674.2542
167,7,0,0,0,0,0,2015,6,7,0.0
849,6,861,1,0,0,0,2015,4,18,6541.239
208,7,0,0,0,0,0,2014,6,29,0.0
85,6,687,1,0,0,0,2013,11,9,5923.839
341,7,0,0,0,0,0,2014,8,3,0.0
841,5,425,1,0,0,0,2015,3,13,3914.4507
234,3,787,1,0,0,0,2013,11,27,6976.2803
333,7,0,0,0,0,0,2014,10,12,0.0
78,7,0,0,0,0,0,2013,4,14,0.0
764,7,0,0,0,0,0,2014,1,12,0.0
5,7,0,0,0,0,0,2013,9,8,0.0
547,6,688,1,0,0,0,2015,4,4,6048.0796
705,6,686,1,0,0,0,2014,5,3,6292.943
244,5,534,1,0,0,1,2013,12,27,5293.462
513,3,1681,1,0,0,0,2014,12,10,12671.153
894,6,753,1,0,0,0,2014,3,22,5681.243
974,2,1806,1,1,0,0,2013,2,5,13121.522
814,7,0,0,0,0,0,2014,6,15,0.0
989,5,637,1,1,0,0,2015,3,20,6328.012
135,7,0,0,0,0,0,2013,9,22,0.0
425,1,590,1,1,0,0,2015,4,13,6366.1133
875,6,352,1,0,0,0,2013,8,10,3018.895
